 0.0000000e+00 -1.2233308e+00  4.8892379e-02  5.6511680e-01  1.1641069e-01  6.5882294e-01  2.2219742e+00 -1.1279764e+00  7.2116202e-01 -1.2708492e+00  2.6219209e-01 -3.9086780e-01  1.0097007e+00 -6.5618100e-01  3.9624481e-01 -9.6499172e-01 -1.6468890e+00  3.3159447e-01  1.3220710e+00  3.9673371e-01 -7.6440462e-01  2.0468127e-01  5.8516454e-01  9.0864590e-01 -8.8281816e-01  5.3108895e-01  2.6801884e-01 -2.4724690e-02  1.0054284e-02 -5.1809971e-01 -4.7331245e-01  1.0153872e+00  1.9742976e-01
 4.1341373e+01 -9.9733233e-01 -1.3134032e-02  4.8441836e-01  2.0158597e-01  7.4260208e-01  1.8149523e+00 -6.9710240e-01  4.0582908e-01 -9.7980366e-01  8.3167390e-02 -2.2287573e-01  7.5586737e-01 -4.3233416e-01  1.9520656e-01 -9.0854843e-01 -1.4233446e+00  2.4886038e-01  1.1596044e+00  3.7776808e-01 -5.8486576e-01  1.5765204e-01  5.7823943e-01  7.3402315e-01 -6.1545655e-01  3.9314918e-01  2.6446664e-01  2.5647744e-03 -3.6704432e-02 -4.6895327e-01 -3.5304573e-01  8.2161104e-01  1.4698070e-01
 8.2682747e+01 -4.1381651e-01 -1.5442264e-01  2.7376767e-01  4.2812491e-01  9.1361853e-01  8.1393082e-01  3.3347539e-01 -3.1715143e-01 -2.8387265e-01 -3.1972581e-01  1.5479737e-01  1.4276102e-01  8.9961295e-02 -2.9467612e-01 -7.5390826e-01 -8.3231301e-01  3.8390278e-02  7.1039915e-01  3.2968404e-01 -1.1732891e-01  6.0319055e-02  5.2416419e-01  3.1091944e-01  4.5894232e-02  6.8544022e-02  2.3721277e-01  6.6808730e-02 -1.4847575e-01 -3.2609772e-01 -5.6443795e-02  3.1698968e-01  1.7900395e-02
 1.2402412e+02  2.8657221e-01 -2.6595952e-01  1.9224805e-02  7.1126834e-01  9.8870279e-01 -2.5032994e-01  1.3375349e+00 -9.2478662e-01  4.0246563e-01 -6.3793241e-01  4.5125259e-01 -4.7882174e-01  5.5559965e-01 -7.9835678e-01 -5.3496252e-01 -8.1949408e-02 -2.0604290e-01  8.3680299e-02  2.7074373e-01  4.5732991e-01  1.2373818e-02  3.5752788e-01 -1.2038309e-01  7.5718704e-01 -2.3061287e-01  1.5356617e-01  1.2317691e-01 -2.5310489e-01 -1.0752544e-01  2.5732486e-01 -3.0105758e-01 -1.3340911e-01
 1.6536549e+02  8.2517072e-01 -2.3644776e-01 -1.6419239e-01  9.2417586e-01  8.1530569e-01 -8.4586104e-01  1.7060458e+00 -9.3837601e-01  7.0079410e-01 -6.0583588e-01  4.1506904e-01 -7.7792459e-01  6.2459608e-01 -1.0345473e+00 -2.8310320e-01  5.7112970e-01 -3.8224192e-01 -5.5902771e-01  2.1119552e-01  9.2825690e-01  9.6128553e-02  5.7576534e-02 -3.2705860e-01  1.1601987e+00 -3.0178168e-01  2.6512133e-03  1.2155917e-01 -2.6966769e-01  1.4731395e-01  4.1710469e-01 -7.9773045e-01 -2.4245582e-01
 2.0670687e+02  1.0079875e+00 -1.6592589e-02 -1.7441096e-01  9.3549093e-01  3.8813684e-01 -7.4176798e-01  1.2158312e+00 -2.4432469e-01  5.1579632e-01 -1.9143525e-01  1.4974124e-02 -6.5012523e-01  1.8588900e-01 -8.7061501e-01 -1.3286003e-02  9.2005173e-01 -4.2938182e-01 -1.0401769e+00  1.4215195e-01  1.1404485e+00  3.1137431e-01 -2.9409785e-01 -2.2325450e-01  1.0737253e+00 -8.0051138e-02 -1.7641404e-01  3.5236095e-02 -1.5067240e-01  3.7615086e-01  3.2940317e-01 -9.9741539e-01 -2.6552355e-01
 2.4804824e+02  8.0632528e-01  3.4905609e-01  2.9656068e-02  6.6976262e-01 -1.3286708e-01 -1.2292658e-01  1.6061751e-01  8.1596142e-01  9.0441748e-02  3.7257539e-01 -5.2766538e-01 -2.7543022e-01 -5.6656593e-01 -3.8783349e-01  2.6852295e-01  8.8488730e-01 -3.5315853e-01 -1.2175654e+00  4.2431733e-02  1.0454479e+00  5.6348086e-01 -5.2735151e-01  8.5010881e-02  5.7912531e-01  3.1688401e-01 -3.0153671e-01 -1.1588440e-01  8.7269097e-02  5.0736222e-01  2.8489105e-02 -8.5098119e-01 -1.9736698e-01
 2.8938961e+02  3.6003047e-01  7.3880006e-01  3.9488952e-01  1.6528909e-01 -5.1803376e-01  5.4565468e-01 -8.3280084e-01  1.6475014e+00 -1.6865861e-01  7.4182858e-01 -8.7975365e-01  9.6220401e-03 -1.2410565e+00  1.7613134e-01  5.4109762e-01  5.3744794e-01 -2.1364827e-01 -1.0364033e+00 -9.9112710e-02  6.9905521e-01  7.1471487e-01 -4.7324481e-01  3.7624641e-01 -4.3161057e-02  6.5473517e-01 -2.9099512e-01 -2.6151349e-01  3.6068891e-01  4.8689394e-01 -3.3875957e-01 -4.4582099e-01 -6.9597774e-02
 3.3073099e+02 -9.4767347e-02  1.0086565e+00  7.7873220e-01 -4.1081453e-01 -6.1363354e-01  8.1400272e-01 -1.1870816e+00  1.7688234e+00  2.0278295e-02  6.9505512e-01 -8.1807172e-01 -5.7478389e-02 -1.4727475e+00  5.6698936e-01  7.4836386e-01  6.3466746e-02 -8.4437467e-02 -5.5900529e-01 -2.6205592e-01  2.1867152e-01  6.6670495e-01 -7.8904880e-02  4.6067464e-01 -4.8176149e-01  7.2016628e-01 -1.1730031e-01 -3.0536480e-01  5.5028238e-01  3.0670164e-01 -5.8542605e-01  4.2518586e-02  6.8579755e-02
 3.7207236e+02 -3.3698853e-01  1.0560408e+00  1.0014022e+00 -8.1783538e-01 -4.3879973e-01  5.1717073e-01 -7.1962297e-01  1.1127339e+00  6.0605600e-01  2.8949105e-01 -3.8205737e-01 -4.8166502e-01 -1.1302139e+00  6.4938277e-01  8.0741729e-01 -3.2144588e-01 -7.7934412e-03  4.7881570e-02 -3.9249292e-01 -2.6868082e-01  4.2095243e-01  5.2822617e-01  3.0291749e-01 -5.6453070e-01  4.4765276e-01  1.6474796e-01 -1.7293676e-01  5.5573902e-01  1.8428224e-02 -5.7755566e-01  4.3210358e-01  1.7687500e-01
 4.1341373e+02 -2.5871007e-01  8.6122322e-01  9.2907202e-01 -8.5516757e-01 -1.6659563e-01 -1.4237010e-01  2.5810125e-01  7.0182974e-02  1.2202325e+00 -1.7335229e-01  1.4816913e-01 -9.9361172e-01 -3.8270809e-01  4.6047555e-01  6.4960966e-01 -4.6500499e-01  2.7415857e-02  5.7131838e-01 -4.2764975e-01 -6.6017401e-01  7.8316420e-02  1.0779169e+00  4.1012234e-02 -3.3298492e-01 -3.9185446e-02  4.3795571e-01  1.3798176e-01  3.5019746e-01 -2.7846959e-01 -3.0064138e-01  6.1132700e-01  2.4387246e-01
 4.5475511e+02  9.3166265e-02  4.9007685e-01  5.4819438e-01 -4.7942147e-01 -7.7438366e-04 -7.4086141e-01  1.1411185e+00 -7.5111135e-01  1.4129068e+00 -3.5377030e-01  4.3820153e-01 -1.2129134e+00  4.0600846e-01  1.5922338e-01  2.7436717e-01 -3.3887310e-01  7.1958401e-02  8.3589019e-01 -3.3472468e-01 -8.8548954e-01 -2.2176397e-01  1.2867567e+00 -1.1058318e-01  1.3891956e-02 -4.9464346e-01  5.8239341e-01  5.3326975e-01  5.7660853e-03 -4.7212496e-01  1.3344214e-01  5.7706319e-01  2.9020334e-01
 4.9609648e+02  5.4680280e-01  6.2323842e-02 -1.2489049e-02  1.4638030e-01 -3.2154725e-02 -9.0658535e-01  1.4014117e+00 -9.0168929e-01  9.5696652e-01 -1.1432739e-01  3.2785295e-01 -8.8902951e-01  8.8718945e-01 -8.5838219e-02 -2.2037076e-01 -3.9817835e-02  1.7507078e-01  7.7614861e-01 -1.3873589e-01 -9.0281965e-01 -3.8234295e-01  1.0107268e+00 -1.1275304e-02  2.6105825e-01 -6.8519795e-01  5.4008516e-01  8.4674866e-01 -3.2809592e-01 -4.8230270e-01  5.4189170e-01  4.2075255e-01  3.5328057e-01
 5.3743785e+02  8.8915756e-01 -2.9573762e-01 -5.3258546e-01  7.1453393e-01 -1.7483163e-01 -5.4532167e-01  8.9877558e-01 -3.6370330e-01  1.9165055e-02  3.7200834e-01 -5.2723379e-02 -6.8190991e-02  9.1241269e-01 -1.9381476e-01 -6.5958166e-01  2.6710694e-01  3.4139409e-01  4.6225205e-01  8.2245308e-02 -7.0136891e-01 -3.9786545e-01  3.3204446e-01  3.0024495e-01  3.1040881e-01 -5.1247878e-01  3.4528868e-01  9.1138901e-01 -4.8912623e-01 -2.9279730e-01  7.6068293e-01  2.7367338e-01  4.6138018e-01
 5.7877923e+02  9.6332158e-01 -4.9273232e-01 -8.0374957e-01  9.2628218e-01 -2.2991485e-01  1.1861640e-01 -5.3322274e-02  4.4738030e-01 -9.2102837e-01  7.2850786e-01 -3.6259622e-01  9.1868915e-01  5.8944481e-01 -1.9447810e-01 -8.6367405e-01  4.3360091e-01  5.1395429e-01  6.4079352e-02  2.3649630e-01 -3.1656865e-01 -3.4089523e-01 -4.7385483e-01  6.1650208e-01  2.2358131e-01 -5.7071591e-02  1.0188940e-01  6.4770313e-01 -3.8153736e-01  4.2796276e-02  7.2402964e-01  2.4029943e-01  6.1059953e-01
 6.2012060e+02  7.3597754e-01 -4.9484089e-01 -7.3325698e-01  6.5831538e-01 -3.7038327e-02  7.0010237e-01 -8.9627207e-01  9.5084940e-01 -1.3605506e+00  6.3403258e-01 -2.7922266e-01  1.6394419e+00  1.8791413e-01 -1.7195477e-01 -7.3759334e-01  3.9811191e-01  5.9690670e-01 -2.3036446e-01  2.7110113e-01  1.5560296e-01 -2.9895942e-01 -1.0762761e+00  6.8570327e-01  1.5468236e-01  4.7499795e-01 -7.7280330e-02  1.2293220e-01 -2.9826125e-02  4.2394214e-01  4.9491507e-01  3.5148038e-01  7.5753421e-01
 6.6146197e+02  3.0721538e-01 -3.2761677e-01 -3.8934953e-01  4.4859269e-02  3.8969119e-01  8.9864089e-01 -1.1705280e+00  7.6801077e-01 -1.0873187e+00  6.4098807e-02  2.7139671e-01  1.8015421e+00 -3.4869613e-02 -1.7756291e-01 -3.2614012e-01  2.0644318e-01  5.0846601e-01 -3.0252082e-01  2.0434091e-01  5.6856898e-01 -3.0730683e-01 -1.2553814e+00  3.7507123e-01  2.2429690e-01  8.6455397e-01 -1.3064550e-01 -4.5743961e-01  4.2429682e-01  7.4322582e-01  2.3242747e-01  5.5708738e-01  8.3354686e-01
